student_no,grade,letter_grade,death_none,death_midterm,death_final
990047670,64.480546169,'C',0,0,0
990249620,66.8806713758,'C',0,0,0
990070590,81.6112459186,'B',0,0,0
990086285,68.4432555998,'C',0,0,0
990080610,68.5088317798,'C',0,0,0
990120610,72.5411123909,'B',0,0,0
990222075,63.6987444478,'C',0,0,0
990114090,66.730114266,'C',0,0,0
990177890,73.8554163651,'B',0,0,0
990019260,65.4696819912,'C',0,0,0
990019685,59.9456397276,'D',0,0,0
990042795,72.4355424243,'B',0,0,0
990195700,66.1232047962,'C',0,0,0
990085800,64.9383107721,'C',0,0,0
990039165,65.5880073712,'C',0,0,0
990164665,68.193596463,'C',0,0,0
990221400,71.4309287498,'B',0,0,0
990154775,93.2124101975,'A',0,0,0
990197770,75.2882428643,'B',0,0,0
990056700,61.5356001707,'C',0,0,0
990156465,62.0324108875,'C',0,0,0
990213525,69.1462800594,'C',0,0,0
990023520,59.6831626647,'D',0,0,0
990113210,79.7572630652,'B',0,0,0
990102705,67.9958555937,'C',0,0,0
990109630,68.6612922505,'C',0,0,0
990238985,100.0,'A',0,0,0
990035615,44.4274448702,'F',0,0,0
990170875,84.1209864116,'B',0,0,0
990011910,60.6692716136,'C',0,0,0
990191620,51.3018982582,'D',0,0,0
990071240,79.5171789053,'B',0,0,0
990231380,80.3922570185,'B',0,0,0
990045940,69.2203775804,'C',0,0,0
990167535,48.1468391914,'F',0,0,0
990207895,59.5062652523,'D',0,0,0
990215240,57.3199907704,'D',0,0,0
990172395,81.242722313,'B',0,0,0
990216030,57.2950521916,'D',0,0,0
990253695,78.8077657162,'B',0,0,0
990205000,65.8040960225,'C',0,0,0
990105740,67.9421205927,'C',0,0,0
990102870,75.6061178757,'B',0,0,0
990014730,71.4073803116,'B',0,0,0
990164040,79.6457471777,'B',0,0,0
990164905,67.6313921719,'C',0,0,0
990106275,53.2247484476,'D',0,0,0
990177885,88.4570085728,'A',0,0,0
990135370,70.222503979,'B',0,0,0
990104815,84.0071623529,'B',0,0,0
990077690,61.7040207087,'C',0,0,0
990027900,63.8358495291,'C',0,0,0
990207690,61.2294282732,'C',0,0,0
990241865,66.7894015859,'C',0,0,0
990014565,73.9730006179,'B',0,0,0
990255055,52.113752343,'D',0,0,0
990255575,63.3697481842,'C',0,0,0
990024155,87.62011039,'A',0,0,0
990119515,78.6593871268,'B',0,0,0
990154855,62.513181079,'C',0,0,0
990174875,81.6570031109,'B',0,0,0
990060015,92.948951783,'A',0,0,0
990035570,69.5109161726,'C',0,0,0
990172260,66.5035033493,'C',0,0,0
990104445,57.4608025818,'D',0,0,0
990030160,94.0143025995,'A',0,0,0
990129290,76.1231945775,'B',0,0,0
990034175,72.139477279,'B',0,0,0
990191295,59.607947686,'D',0,0,0
990201725,55.8277756223,'D',0,0,0
990222665,55.5222311963,'D',0,0,0
990189450,56.5919445311,'D',0,0,0
990014095,63.9247653975,'C',0,0,0
990043350,71.2481436879,'B',0,0,0
990166415,74.1598912516,'B',0,0,0
990187815,81.1739458514,'B',0,0,0
990193455,76.985565515,'B',0,0,0
990054040,58.8886310269,'D',0,0,0
990141365,74.790025929,'B',0,0,0
990185700,70.3469312177,'B',0,0,0
990256060,65.7712579423,'C',0,0,0
990217330,81.8446438231,'B',0,0,0
990166920,73.1629776893,'B',0,0,0
990215005,63.7058470195,'C',0,0,0
990174980,64.2720907864,'C',0,0,0
990212045,64.4737306546,'C',0,0,0
990214285,69.4941317733,'C',0,0,0
990053065,50.891101432,'D',0,0,0
990041810,53.60683635,'D',0,0,0
990221455,81.3981328253,'B',0,0,0
990148060,44.821705303,'F',0,0,0
990211660,49.3871683679,'F',0,0,0
990079855,68.3432622974,'C',0,0,0
990054970,73.211228756,'B',0,0,0
990042830,65.3607074037,'C',0,0,0
990189700,61.7208287345,'C',0,0,0
990000185,85.5045950525,'A',0,0,0
990084845,61.8299459693,'C',0,0,0
990077000,76.8160048347,'B',0,0,0
990059315,95.5386780618,'A',0,0,0
990040790,83.5424671316,'B',0,0,0
990053190,69.2459584729,'C',0,0,0
990069980,45.8137795671,'F',0,0,0
990147205,71.2262769932,'B',0,0,0
990058945,74.3864722662,'B',0,0,0
990136145,67.6660415138,'C',0,0,0
990105615,77.0375063943,'B',0,0,0
990093445,59.5825427805,'D',0,0,0
990249355,67.1190528382,'C',0,0,0
990231270,53.5516178001,'D',0,0,0
990189460,74.7751869583,'B',0,0,0
990011670,65.5928798049,'C',0,0,0
990230415,79.0453772166,'B',0,0,0
990240995,68.6793003206,'C',0,0,0
990008570,40.0115287185,'F',0,0,0
990095450,59.0566912014,'D',0,0,0
990089635,50.2621707134,'D',0,0,0
990166095,74.5780145128,'B',0,0,0
990253215,63.527808711,'C',0,0,0
990225805,70.2626339223,'B',0,0,0
990139140,67.6223286808,'C',0,0,0
990199440,67.6181818607,'C',0,0,0
990072480,64.368150972,'C',0,0,0
990207595,65.8649376957,'C',0,0,0
990094440,68.2229200926,'C',0,0,0
990124850,82.6669454074,'B',0,0,0
990020105,80.4888224277,'B',0,0,0
990006495,78.5284929544,'B',0,0,0
990023625,61.8485489089,'C',0,0,0
990242090,75.6550477424,'B',0,0,0
990246915,70.5099931866,'B',0,0,0
990104410,77.8548046597,'B',0,0,0
990035025,63.1553299307,'C',0,0,0
990090295,66.5469074974,'C',0,0,0
990078135,66.6599993898,'C',0,0,0
990246010,75.8072677109,'B',0,0,0
990204965,65.9217704427,'C',0,0,0
990151095,83.0473425291,'B',0,0,0
990156025,64.2808764704,'C',0,0,0
990056560,88.3885390079,'A',0,0,0
990122045,83.5989686371,'B',0,0,0
990063310,78.1104183517,'B',0,0,0
990134105,67.5497263099,'C',0,0,0
990120040,85.06077912,'A',0,0,0
990144660,66.4467184851,'C',0,0,0
990128745,98.4551951944,'A',0,0,0
990235565,56.1072832374,'D',0,0,0
990249440,68.9370366679,'C',0,0,0
990089410,54.0361678324,'D',0,0,0
990060390,64.3672071515,'C',0,0,0
990128110,80.5931245623,'B',0,0,0
990196180,75.773025006,'B',0,0,0
990008815,68.9844722764,'C',0,0,0
990201180,63.6176600455,'C',0,0,0
990175310,92.6228689965,'A',0,0,0
990229125,64.4363417154,'C',0,0,0
990018385,67.9999426026,'C',0,0,0
990233500,77.3773186869,'B',0,0,0
990004310,50.9378152505,'D',0,0,0
990120025,67.5938558341,'C',0,0,0
990137535,67.1753947802,'C',0,0,0
990229785,75.9385678033,'B',0,0,0
990240080,62.3039609834,'C',0,0,0
990111610,86.9927847904,'A',0,0,0
990220015,60.1839683518,'C',0,0,0
990084960,64.459777664,'C',0,0,0
990161275,59.3852621364,'D',0,0,0
990249745,66.6758251979,'C',0,0,0
990130140,58.9643595391,'D',0,0,0
990186265,69.2917869417,'C',0,0,0
990112505,69.7554228384,'C',0,0,0
990018315,51.7481480132,'D',0,0,0
990256005,66.4172890868,'C',0,0,0
990134530,53.7405989981,'D',0,0,0
990106950,72.418980643,'B',0,0,0
990188900,67.2271377519,'C',0,0,0
990254215,55.2486333892,'D',0,0,0
990013990,74.3876682144,'B',0,0,0
990254960,64.6165071456,'C',0,0,0
990196490,88.0287756136,'A',0,0,0
990103555,72.7554309935,'B',0,0,0
990213165,71.149818657,'B',0,0,0
990113570,75.1294858277,'B',0,0,0
990201235,63.8062562453,'C',0,0,0
990032675,76.0074832594,'B',0,0,0
990231735,80.8089765279,'B',0,0,0
990229775,56.4500935805,'D',0,0,0
990124400,62.0380593922,'C',0,0,0
990105300,79.6386684082,'B',0,0,0
990009975,72.5539575172,'B',0,0,0
990084395,66.9076460803,'C',0,0,0
990099525,64.5558200109,'C',0,0,0
990032520,89.8537972705,'A',0,0,0
990123780,54.2846459006,'D',0,0,0
990021015,71.3005392063,'B',0,0,0
990241425,86.1582549822,'A',0,0,0
990001950,81.2761707747,'B',0,0,0
990240455,81.7468148815,'B',0,0,0
990049795,56.5275060553,'D',0,0,0
990245735,62.9555773924,'C',0,0,0
990094965,57.6258522966,'D',0,0,0
990251650,62.8237093491,'C',0,0,0
990069180,82.7181336755,'B',0,0,0
990087400,80.3631086105,'B',0,0,0
990254260,61.6822749249,'C',0,0,0
990171275,98.9519945084,'A',0,0,0
990166030,65.4026500187,'C',0,0,0
990088595,63.0083926856,'C',0,0,0
990107490,61.1286795243,'C',0,0,0
990164625,69.2381534457,'C',0,0,0
990024515,82.0449924372,'B',0,0,0
990105180,75.3028027034,'B',0,0,0
990145505,66.8880692496,'C',0,0,0
990116870,62.0631951811,'C',0,0,0
990100080,83.8811620602,'B',0,0,0
990006240,82.8016182349,'B',0,0,0
990029295,65.3847954656,'C',0,0,0
990034505,70.407050544,'B',0,0,0
990089915,63.9958669392,'C',0,0,0
990190670,65.1913254783,'C',0,0,0
990007895,60.9803973187,'C',0,0,0
990253135,64.6060772006,'C',0,0,0
990006280,61.6497351321,'C',0,0,0
990164695,67.1465755253,'C',0,0,0
990212125,62.7127795226,'C',0,0,0
990109570,67.938507716,'C',0,0,0
990025330,75.6169000271,'B',0,0,0
990064730,67.4076051288,'C',0,0,0
990042505,57.4871676501,'D',0,0,0
990060905,52.137896224,'D',0,0,0
990199045,77.0943873654,'B',0,0,0
990163610,68.9214723063,'C',0,0,0
990234290,89.5703121755,'A',0,0,0
990243255,75.0872588925,'B',0,0,0
990049905,76.0667871456,'B',0,0,0
990016040,62.1043720547,'C',0,0,0
990031330,72.8932672635,'B',0,0,0
990208765,56.7201058117,'D',0,0,0
990203105,50.3406083432,'D',0,0,0
990023965,41.6790127608,'F',0,0,0
990079250,85.2096162703,'A',0,0,0
990080555,59.7220339493,'D',0,0,0
990002765,54.3801491414,'D',0,0,0
990035440,75.7842695881,'B',0,0,0
990086920,89.722402585,'A',0,0,0
990218865,57.69977387,'D',0,0,0
990140480,84.6242111259,'B',0,0,0
990093750,64.5735218696,'C',0,0,0
990060865,53.0642156728,'D',0,0,0
990204725,62.1315875258,'C',0,0,0
990050765,78.5027004387,'B',0,0,0
990215655,62.362551374,'C',0,0,0
990017355,56.017387883,'D',0,0,0
990117695,59.5550234216,'D',0,0,0
990202790,67.5323394343,'C',0,0,0
990185430,69.8074193435,'C',0,0,0
990055565,81.5419442627,'B',0,0,0
990163445,58.435022024,'D',0,0,0
990143835,58.9697920697,'D',0,0,0
990047530,70.0711132573,'B',0,0,0
990135260,64.1547430636,'C',0,0,0
990189160,57.1228308488,'D',0,0,0
990203805,43.7743193696,'F',0,0,0
990092195,59.5143045486,'D',0,0,0
990044815,64.9506240907,'C',0,0,0
990050430,54.8139718278,'D',0,0,0
990061125,62.7124922966,'C',0,0,0
990086710,51.8889351573,'D',0,0,0
990058990,71.8914132981,'B',0,0,0
990018830,57.9333348663,'D',0,0,0
990079175,77.8488045499,'B',0,0,0
990245005,50.3128594178,'D',0,0,0
990067985,67.338298985,'C',0,0,0
990133845,57.7824812595,'D',0,0,0
990215530,67.2048426802,'C',0,0,0
990048795,68.7947443507,'C',0,0,0
990151945,77.1186769305,'B',0,0,0
990089825,49.3000261431,'F',0,0,0
990054895,70.1341680577,'B',0,0,0
990018510,63.0399194124,'C',0,0,0
990193870,80.7432278221,'B',0,0,0
990203085,70.3087259407,'B',0,0,0
990101905,86.3927201584,'A',0,0,0
990043225,79.9264189088,'B',0,0,0
990037555,75.7838345341,'B',0,0,0
990167765,59.8159184362,'D',0,0,0
990148285,59.7182710888,'D',0,0,0
990062205,70.006825724,'B',0,0,0
990106930,64.0306222765,'C',0,0,0
990225755,46.2080741968,'F',0,0,0
990185120,57.0134972614,'D',0,0,0
990125360,76.9269524396,'B',0,0,0
990251620,56.2008183449,'D',0,0,0
990025280,52.3197352209,'D',0,0,0
990214690,77.588753609,'B',0,0,0
990143720,89.8192281722,'A',0,0,0
990068110,69.9524136099,'C',0,0,0
990135800,73.7231225621,'B',0,0,0
990174965,61.9930322703,'C',0,0,0
990145770,58.6103500582,'D',0,0,0
990212370,52.1989718279,'D',0,0,0
990092105,48.0218072043,'F',0,0,0
990254640,79.4292002335,'B',0,0,0
990020445,59.7359362492,'D',0,0,0
990171710,52.4712887934,'D',0,0,0
990071195,60.9379290252,'C',0,0,0
990169710,65.7300475009,'C',0,0,0
990058065,67.9310187366,'C',0,0,0
990112365,64.6762996526,'C',0,0,0
990185380,57.8871858979,'D',0,0,0
990204375,65.4627056225,'C',0,0,0
990178360,57.0867787731,'D',0,0,0
990232965,78.6902622097,'B',0,0,0
990135395,85.8040255376,'A',0,0,0
990162185,65.7793395443,'C',0,0,0
990081610,66.5196689399,'C',0,0,0
990218565,78.2849730931,'B',0,0,0
990037525,58.359029241,'D',0,0,0
990005980,84.437604673,'B',0,0,0
990098855,71.6951334858,'B',0,0,0
990035980,51.2458961693,'D',0,0,0
990243505,74.6812287216,'B',0,0,0
990128610,75.5044426737,'B',0,0,0
990198645,74.6063287717,'B',0,0,0
990145295,67.3004901307,'C',0,0,0
990123945,82.5539256018,'B',0,0,0
990226445,62.2281418221,'C',0,0,0
990167200,40.6362190828,'F',0,0,0
990122105,81.625312777,'B',0,0,0
990085515,67.3430700526,'C',0,0,0
990063190,59.6828505424,'D',0,0,0
990208945,95.5090043931,'A',0,0,0
990098015,85.0023453244,'A',0,0,0
990051860,64.4770215473,'C',0,0,0
990146475,81.1406465032,'B',0,0,0
990190900,83.6124493586,'B',0,0,0
990005215,75.9067961344,'B',0,0,0
990081340,66.2931460299,'C',0,0,0
990006875,63.6147644675,'C',0,0,0
990157210,80.3237729258,'B',0,0,0
990144955,65.0970967266,'C',0,0,0
990107295,77.2536836277,'B',0,0,0
990189295,51.5404966822,'D',0,0,0
990104870,77.100753973,'B',0,0,0
990021515,80.0781236266,'B',0,0,0
990108965,57.3996204245,'D',0,0,0
990109525,68.1186871692,'C',0,0,0
990180605,61.757057986,'C',0,0,0
990016360,58.8257248528,'D',0,0,0
990194695,59.5269252731,'D',0,0,0
990111350,56.9412454338,'D',0,0,0
990116665,67.5620434425,'C',0,0,0
990130580,67.1081851725,'C',0,0,0
990065280,66.6576152232,'C',0,0,0
990089580,59.7384038464,'D',0,0,0
990019995,81.4983373024,'B',0,0,0
990227000,70.1386193498,'B',0,0,0
990063485,67.7014213312,'C',0,0,0
990095040,64.6861339165,'C',0,0,0
990145495,62.9155828487,'C',0,0,0
990157505,81.4556555544,'B',0,0,0
990221470,65.5352432954,'C',0,0,0
990166975,46.8937953901,'F',0,0,0
990127075,83.7714809657,'B',0,0,0
990160245,44.7595774713,'F',0,0,0
990250570,74.6582861256,'B',0,0,0
990237020,57.599105779,'D',0,0,0
990237315,63.0219915766,'C',0,0,0
990080015,82.8610224637,'B',0,0,0
990101955,71.6339400959,'B',0,0,0
990173125,71.6957457508,'B',0,0,0
990191810,72.3746653518,'B',0,0,0
990126890,65.7190248754,'C',0,0,0
990228700,69.5498877025,'C',0,0,0
990154665,56.0553294309,'D',0,0,0
990028130,72.0912622599,'B',0,0,0
990042655,74.3160790387,'B',0,0,0
990035065,68.9781747255,'C',0,0,0
990032805,68.2411737013,'C',0,0,0
990008445,65.5161646808,'C',0,0,0
990119395,74.8914576918,'B',0,0,0
990146940,81.5056491714,'B',0,0,0
990120195,58.7286948053,'D',0,0,0
990059985,69.9162748089,'C',0,0,0
990045655,81.7221273139,'B',0,0,0
990219920,66.7393397821,'C',0,0,0
990190040,50.2017229886,'D',0,0,0
990070050,54.6285827499,'D',0,0,0
990125545,75.0554148093,'B',0,0,0
990220615,68.3073956519,'C',0,0,0
990084820,72.0210486903,'B',0,0,0
990070965,63.9630818631,'C',0,0,0
990102945,78.6106445305,'B',0,0,0
990104535,64.1938205863,'C',0,0,0
990099230,82.3859119784,'B',0,0,0
990143875,44.275310732,'F',0,0,0
990139205,64.8620758912,'C',0,0,0
990121670,82.3779015387,'B',0,0,0
990227160,75.3032196227,'B',0,0,0
990170140,69.4067442359,'C',0,0,0
990080410,60.6470612276,'C',0,0,0
990236270,60.1196762901,'C',0,0,0
990110270,43.9648266775,'F',0,0,0
990206290,66.4052755859,'C',0,0,0
990181370,69.9664765245,'C',0,0,0
990004740,55.2091246709,'D',0,0,0
990202785,74.9914507005,'B',0,0,0
990097960,75.4583478403,'B',0,0,0
990186545,78.5132032161,'B',0,0,0
990209210,66.9727924434,'C',0,0,0
990097955,70.9930284816,'B',0,0,0
990152290,60.5270498363,'C',0,0,0
990134670,62.3957855734,'C',0,0,0
990235360,77.1495590884,'B',0,0,0
990021835,80.2529083114,'B',0,0,0
990180105,61.6037253684,'C',0,0,0
990198990,65.7895777829,'C',0,0,0
990101885,80.3253604151,'B',0,0,0
990016130,88.6839189453,'A',0,0,0
990035250,76.0568184612,'B',0,0,0
990190055,76.5718274757,'B',0,0,0
990088000,59.565238398,'D',0,0,0
990170940,55.743351133,'D',0,0,0
990234680,69.4589503273,'C',0,0,0
990139745,81.8845611826,'B',0,0,0
990124840,71.7742725342,'B',0,0,0
990206775,67.8580507447,'C',0,0,0
990078985,76.5679495975,'B',0,0,0
990112160,73.9560884183,'B',0,0,0
990063460,65.9114292178,'C',0,0,0
990105115,67.5991675985,'C',0,0,0
990213575,65.5184168061,'C',0,0,0
990218920,62.33943201,'C',0,0,0
990208805,78.0573581308,'B',0,0,0
990036670,61.8578200286,'C',0,0,0
990009370,61.4012892845,'C',0,0,0
990112510,74.4271299284,'B',0,0,0
990180165,55.8364231342,'D',0,0,0
990237395,76.4636608118,'B',0,0,0
990067630,79.2660319367,'B',0,0,0
990192825,88.3636593868,'A',0,0,0
990157640,51.4668681071,'D',0,0,0
990004320,79.5918474438,'B',0,0,0
990114285,70.3989996988,'B',0,0,0
990212885,69.9254785028,'C',0,0,0
990241980,77.1343661634,'B',0,0,0
990103140,47.197331592,'F',0,0,0
990204125,69.9738329627,'C',0,0,0
990241110,73.4936770554,'B',0,0,0
990165225,57.4217142265,'D',0,0,0
990063205,71.4985003039,'B',0,0,0
990224740,72.5823258476,'B',0,0,0
990002495,81.5177925949,'B',0,0,0
990090460,58.8304611683,'D',0,0,0
990142910,66.7189893733,'C',0,0,0
990251105,84.262864631,'B',0,0,0
990248355,58.171248316,'D',0,0,0
990122355,59.4079297399,'D',0,0,0
990254025,74.0306516502,'B',0,0,0
990198345,54.2734280705,'D',0,0,0
990240475,69.6824439754,'C',0,0,0
990014760,67.1817413489,'C',0,0,0
990007350,66.7283992515,'C',0,0,0
990065160,91.1281421234,'A',0,0,0
990072335,75.0844602723,'B',0,0,0
990117545,57.2812060724,'D',0,0,0
990061600,62.7440174484,'C',0,0,0
990230285,54.822078757,'D',0,0,0
990235900,75.4579956432,'B',0,0,0
990183000,66.6649104527,'C',0,0,0
990049755,60.1063146463,'C',0,0,0
990087950,94.8121277109,'A',0,0,0
990003855,52.9836213929,'D',0,0,0
990200430,41.0605946782,'F',0,0,0
990009220,63.2456629609,'C',0,0,0
990225660,62.9657358046,'C',0,0,0
990237630,69.3922458243,'C',0,0,0
990131740,80.0958887725,'B',0,0,0
990009625,62.6887374258,'C',0,0,0
990044835,84.4460143787,'B',0,0,0
990131810,57.4333410951,'D',0,0,0
990214585,85.0712837219,'A',0,0,0
990126420,73.836344307,'B',0,0,0
990100070,74.1436311309,'B',0,0,0
990067340,53.1925078174,'D',0,0,0
990240970,51.7048686833,'D',0,0,0
990159330,72.4880743355,'B',0,0,0
990087590,52.7671147032,'D',0,0,0
990146915,51.7526815557,'D',0,0,0
990022225,56.2630830423,'D',0,0,0
990204370,75.6054791414,'B',0,0,0
990051340,67.1488637128,'C',0,0,0
990215085,73.1784882209,'B',0,0,0
990029535,65.3328968182,'C',0,0,0
990211725,76.9481640905,'B',0,0,0
990213190,62.6827339405,'C',0,0,0
990203645,66.7838523236,'C',0,0,0
990012725,71.524030607,'B',0,0,0
990024175,47.56144707,'F',0,0,0
990173460,68.8305048846,'C',0,0,0
990055415,48.3812771734,'F',0,0,0
990229175,68.685488054,'C',0,0,0
990158125,78.4693146899,'B',0,0,0
990253445,66.7977010614,'C',0,0,0
990060845,70.0172964892,'B',0,0,0
990145810,83.5621057959,'B',0,0,0
990162175,58.8169317408,'D',0,0,0
990199505,75.3140021295,'B',0,0,0
990040180,63.1346530157,'C',0,0,0
990060260,47.1948925344,'F',0,0,0
990201490,63.4231040259,'C',0,0,0
990170900,63.8793406435,'C',0,0,0
990077405,71.1390236893,'B',0,0,0
990162395,72.5073704698,'B',0,0,0
990194165,74.1648944914,'B',0,0,0
990080070,54.6999493564,'D',0,0,0
990050850,55.7771993016,'D',0,0,0
990008950,81.9656349457,'B',0,0,0
990053565,50.2125919427,'D',0,0,0
990241675,50.190574681,'D',0,0,0
990029545,65.2965314564,'C',0,0,0
990130445,62.9135338944,'C',0,0,0
990084775,90.4506716512,'A',0,0,0
990132775,56.704135411,'D',0,0,0
990080565,66.9470208184,'C',0,0,0
990023425,80.4074096193,'B',0,0,0
990248425,78.902167124,'B',0,0,0
990044240,67.6024532423,'C',0,0,0
990021450,56.5007089748,'D',0,0,0
990197070,87.552611375,'A',0,0,0
990204085,55.0341740602,'D',0,0,0
990111465,73.2743035921,'B',0,0,0
990020025,80.5747002484,'B',0,0,0
990170715,57.1633264122,'D',0,0,0
990076045,74.2434252019,'B',0,0,0
990139200,67.1836772969,'C',0,0,0
990007950,67.892502132,'C',0,0,0
990089010,78.0464764133,'B',0,0,0
990089810,69.0485885419,'C',0,0,0
990181555,80.5571095549,'B',0,0,0
990127505,60.9570446269,'C',0,0,0
990134240,72.4042119973,'B',0,0,0
990126230,64.110576914,'C',0,0,0
990249000,89.5932750392,'A',0,0,0
990181935,63.5552624873,'C',0,0,0
990043250,56.3824594139,'D',0,0,0
990219515,58.9495905222,'D',0,0,0
990199630,78.0491916424,'B',0,0,0
990222490,66.102492557,'C',0,0,0
990093475,77.0241084353,'B',0,0,0
990159190,80.785057221,'B',0,0,0
990095825,70.5587385453,'B',0,0,0
990073545,66.2658598961,'C',0,0,0
990067335,89.6284152374,'A',0,0,0
990003025,88.2729018974,'A',0,0,0
990033340,63.2591956998,'C',0,0,0
990130995,78.1926043901,'B',0,0,0
990201000,76.6724588081,'B',0,0,0
990185745,57.9270406643,'D',0,0,0
990252020,68.6599950021,'C',0,0,0
990183305,78.8148965028,'B',0,0,0
990093875,70.9785137332,'B',0,0,0
990078560,49.758065144,'F',0,0,0
990076140,69.0719532987,'C',0,0,0
990224235,79.7718805087,'B',0,0,0
990155105,69.8684297171,'C',0,0,0
990047055,70.1149995911,'B',0,0,0
990240510,53.1706825181,'D',0,0,0
990086335,87.6897501928,'A',0,0,0
990156535,61.2046785389,'C',0,0,0
990151245,67.5442944045,'C',0,0,0
990202770,64.3143537128,'C',0,0,0
990031555,66.2818842272,'C',0,0,0
990015040,73.6933642068,'B',0,0,0
990061340,73.7401220673,'B',0,0,0
990128160,65.7978389609,'C',0,0,0
990003215,64.448890021,'C',0,0,0
990175580,62.0049532499,'C',0,0,0
990102800,64.852053458,'C',0,0,0
990216555,58.5522142527,'D',0,0,0
990162310,79.7779681802,'B',0,0,0
990021720,60.0040344342,'C',0,0,0
990206865,69.0645657695,'C',0,0,0
990012915,76.0381574448,'B',0,0,0
990223010,54.1359996912,'D',0,0,0
990133275,63.0186565314,'C',0,0,0
990250840,73.2232382091,'B',0,0,0
990092935,61.2386869007,'C',0,0,0
990067130,70.313499794,'B',0,0,0
990041400,71.3251227441,'B',0,0,0
990132080,82.6339833025,'B',0,0,0
990016155,60.8204157511,'C',0,0,0
990041525,72.8189720401,'B',0,0,0
990133555,85.0021479602,'A',0,0,0
990172900,55.0719081316,'D',0,0,0
990189940,64.0476903362,'C',0,0,0
990211655,32.2156028151,'F',0,0,0
990074100,65.8485635261,'C',0,0,0
990174470,63.8562733264,'C',0,0,0
990055250,86.5780550137,'A',0,0,0
990111085,65.4253031858,'C',0,0,0
990190925,72.3302222439,'B',0,0,0
990249145,70.7117853221,'B',0,0,0
990041535,66.1323197944,'C',0,0,0
990132700,58.9677883403,'D',0,0,0
990130185,60.9886587313,'C',0,0,0
990207590,63.9494579133,'C',0,0,0
990127285,65.6046722052,'C',0,0,0
990174625,91.5127775139,'A',0,0,0
990094075,66.3139951668,'C',0,0,0
990234415,67.3887416174,'C',0,0,0
990022575,76.2442178393,'B',0,0,0
990248890,55.0612569828,'D',0,0,0
990085675,63.1861865043,'C',0,0,0
990193070,77.1841535479,'B',0,0,0
990245950,73.3821916677,'B',0,0,0
990010390,61.5060296063,'C',0,0,0
990189420,76.4746767228,'B',0,0,0
990093855,66.6989919192,'C',0,0,0
990150340,78.3518707128,'B',0,0,0
990147660,66.4389272384,'C',0,0,0
990135355,63.6797553453,'C',0,0,0
990152940,61.5688375497,'C',0,0,0
990089920,87.1136366062,'A',0,0,0
990146030,60.6445691281,'C',0,0,0
990232455,81.9153840279,'B',0,0,0
990254510,71.3631353617,'B',0,0,0
990204200,67.2166406519,'C',0,0,0
990240310,73.9689350216,'B',0,0,0
990215400,80.5095407171,'B',0,0,0
990045010,70.9921127237,'B',0,0,0
990092185,62.7158453623,'C',0,0,0
990090335,68.028629988,'C',0,0,0
990058280,69.3124361106,'C',0,0,0
990033895,77.501765595,'B',0,0,0
990147305,65.2936553235,'C',0,0,0
990062620,75.495379349,'B',0,0,0
990153110,85.1668551704,'A',0,0,0
990104840,77.1827403083,'B',0,0,0
990169430,79.3402738961,'B',0,0,0
990118505,63.5643529519,'C',0,0,0
990200030,72.1481014772,'B',0,0,0
990247150,59.6358821259,'D',0,0,0
990137340,84.2756465174,'B',0,0,0
990125135,76.0003777325,'B',0,0,0
990202580,67.3689971254,'C',0,0,0
990069870,75.2367118135,'B',0,0,0
990012745,54.6444467016,'D',0,0,0
990233350,57.8516090544,'D',0,0,0
990247500,67.7703776585,'C',0,0,0
990137235,58.152343557,'D',0,0,0
990145665,72.8299612678,'B',0,0,0
990132560,74.3199723933,'B',0,0,0
990236240,63.2476527995,'C',0,0,0
990242480,54.7313635505,'D',0,0,0
990052685,81.2121448695,'B',0,0,0
990195195,64.5592781675,'C',0,0,0
990089170,67.4730923104,'C',0,0,0
990169125,68.6397983273,'C',0,0,0
990017625,81.3706143636,'B',0,0,0
990098095,81.4555901171,'B',0,0,0
990208025,78.2682135471,'B',0,0,0
990252880,88.8811765139,'A',0,0,0
990025855,77.2288956078,'B',0,0,0
990109740,66.9791916202,'C',0,0,0
990083355,59.4875143139,'D',0,0,0
990112040,61.6146965512,'C',0,0,0
990212500,83.404267704,'B',0,0,0
990025850,38.7256685184,'F',0,0,0
990146200,59.5265596311,'D',0,0,0
990145850,53.0497115131,'D',0,0,0
990183880,64.4954732067,'C',0,0,0
990068060,67.6939267662,'C',0,0,0
990223065,83.5585630393,'B',0,0,0
990060715,66.3358814244,'C',0,0,0
990036395,83.5998283835,'B',0,0,0
990211755,76.6540283811,'B',0,0,0
990097050,59.9019736702,'D',0,0,0
990246610,66.3379242006,'C',0,0,0
990196330,69.2542051378,'C',0,0,0
990159595,51.5002836505,'D',0,0,0
990025165,61.9739205251,'C',0,0,0
990087150,67.6344680887,'C',0,0,0
990066605,64.5132855702,'C',0,0,0
990032210,76.4880381851,'B',0,0,0
990011840,66.3334652733,'C',0,0,0
990118850,47.7507686064,'F',0,0,0
990067380,61.5487773151,'C',0,0,0
990071980,77.2415931274,'B',0,0,0
990253150,78.6452956821,'B',0,0,0
990156280,83.9030619211,'B',0,0,0
990150740,53.2385922173,'D',0,0,0
990250630,80.5147843664,'B',0,0,0
990168460,63.3292591503,'C',0,0,0
990001960,83.0625650301,'B',0,0,0
990214440,55.4296641552,'D',0,0,0
990080710,61.424813109,'C',0,0,0
990183925,49.4484808819,'F',0,0,0
990024630,70.9254730407,'B',0,0,0
990140065,84.27358123,'B',0,0,0
990197540,61.5222949083,'C',0,0,0
990155435,64.551927356,'C',0,0,0
